card,interaction,ability_kind,invariant,message
"Kitchen Imp","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Kitchen Imp","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Kitchen Imp","goldilocks_keyword_dead","","","keyword=madness: board was set up but nothing changed"
"Wall of Swords","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Zodiac Pig","goldilocks_keyword_dead","","","keyword=swampwalk: board was set up but nothing changed"
"Wall of Swords","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"A-Heartfire Hero","goldilocks_dead_effect","","","effect=ability_word abilityKind=static filterBase="""": board was set up but nothing changed"
"Relic Sloth","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Relic Sloth","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Daybreak Chaplain","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Rimeshield Frost Giant","goldilocks_keyword_dead","","","keyword=ward: board was set up but nothing changed"
"Alpharael, Stonechosen","goldilocks_dead_effect","","","effect=ability_word abilityKind=static filterBase="""": board was set up but nothing changed"
"Wall of Spears","goldilocks_keyword_dead","","","keyword=defender: board was set up but nothing changed"
"Wall of Spears","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Feral Throwback","goldilocks_keyword_dead","","","keyword=amplify: board was set up but nothing changed"
"Feral Throwback","goldilocks_keyword_dead","","","keyword=provoke: board was set up but nothing changed"
"Iguana Parrot","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Ledev Guardian","goldilocks_keyword_dead","","","keyword=convoke: board was set up but nothing changed"
"Iguana Parrot","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Iguana Parrot","goldilocks_keyword_dead","","","keyword=prowess: board was set up but nothing changed"
"Shu Elite Companions","goldilocks_keyword_dead","","","keyword=horsemanship: board was set up but nothing changed"
"Augury Raven","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Tenement Crasher","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Igneous Pouncer","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Ankle Biter","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Bayou Dragonfly","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Bayou Dragonfly","goldilocks_keyword_dead","","","keyword=swampwalk: board was set up but nothing changed"
"Predator Dragon","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Predator Dragon","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Youthful Knight","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Boarding Party","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Boarding Party","goldilocks_keyword_dead","","","keyword=cascade: board was set up but nothing changed"
"Shared Trauma","goldilocks_dead_effect","","","effect=ability_word abilityKind=static filterBase="""": board was set up but nothing changed"
"Venomthrope","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Venomthrope","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Venomthrope","goldilocks_keyword_dead","","","keyword=hexproof: board was set up but nothing changed"
"Topiary Panther","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Konda, Lord of Eiganjo","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Konda, Lord of Eiganjo","goldilocks_keyword_dead","","","keyword=indestructible: board was set up but nothing changed"
"Konda, Lord of Eiganjo","goldilocks_keyword_dead","","","keyword=bushido: board was set up but nothing changed"
"Jeskai Brushmaster","goldilocks_keyword_dead","","","keyword=double strike: board was set up but nothing changed"
"Jeskai Brushmaster","goldilocks_keyword_dead","","","keyword=prowess: board was set up but nothing changed"
"Mirri, Cat Warrior","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Mirri, Cat Warrior","goldilocks_keyword_dead","","","keyword=forestwalk: board was set up but nothing changed"
"Mirri, Cat Warrior","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Fearless Skald","goldilocks_keyword_dead","","","keyword=backup: board was set up but nothing changed"
"Fearless Skald","goldilocks_keyword_dead","","","keyword=double strike: board was set up but nothing changed"
"Armored Pegasus","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Thrill-Kill Assassin","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Thrill-Kill Assassin","goldilocks_keyword_dead","","","keyword=unleash: board was set up but nothing changed"
"Charity Extractor","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Venomous Changeling","goldilocks_keyword_dead","","","keyword=changeling: board was set up but nothing changed"
"Venomous Changeling","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Steeple Roc","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Steeple Roc","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Brightblade Stoat","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Brightblade Stoat","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Dragonfly Suit","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Sky Skiff","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Oxidda Finisher","goldilocks_keyword_dead","","","keyword=affinity for equipment: board was set up but nothing changed"
"Oxidda Finisher","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Suq'Ata Lancer","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Suq'Ata Lancer","goldilocks_keyword_dead","","","keyword=flanking: board was set up but nothing changed"
"Midnight Assassin","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Midnight Assassin","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Hexbane Tortoise","goldilocks_keyword_dead","","","keyword=ward: board was set up but nothing changed"
"Shimmerscale Drake","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Hexbane Tortoise","goldilocks_keyword_dead","","","keyword=enlist: board was set up but nothing changed"
"Zhang Fei, Fierce Warrior","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Zhang Fei, Fierce Warrior","goldilocks_keyword_dead","","","keyword=horsemanship: board was set up but nothing changed"
"Farbog Explorer","goldilocks_keyword_dead","","","keyword=swampwalk: board was set up but nothing changed"
"Halo Hopper","goldilocks_keyword_dead","","","keyword=convoke: board was set up but nothing changed"
"Brambleweft Behemoth","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Seedglaive Mentor","goldilocks_dead_effect","","","effect=ability_word abilityKind=static filterBase="""": board was set up but nothing changed"
"Drudge Beetle","goldilocks_keyword_dead","","","keyword=scavenge: board was set up but nothing changed"
"Relentless Advance","goldilocks_keyword_dead","","","keyword=amass: board was set up but nothing changed"
"Syndicate Messenger","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Orzhov Enforcer","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Bladetusk Boar","goldilocks_keyword_dead","","","keyword=intimidate: board was set up but nothing changed"
"Slippery Bogle","goldilocks_keyword_dead","","","keyword=hexproof: board was set up but nothing changed"
"Hippo-Cows","goldilocks_keyword_dead","","","keyword=trample: board was set up but nothing changed"
"Kithkin Zephyrnaut","goldilocks_dead_effect","","","effect=ability_word abilityKind=static filterBase="""": board was set up but nothing changed"
"Champion of Arashin","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Zodiac Horse","goldilocks_keyword_dead","","","keyword=islandwalk: board was set up but nothing changed"
"Voidforged Titan","goldilocks_dead_effect","","","effect=ability_word abilityKind=static filterBase="""": board was set up but nothing changed"
"Wei Scout","goldilocks_keyword_dead","","","keyword=horsemanship: board was set up but nothing changed"
"Chapel Geist","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Peregrine Griffin","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Peregrine Griffin","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Soltari Priest","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Soltari Priest","goldilocks_keyword_dead","","","keyword=shadow: board was set up but nothing changed"
"Darksteel Myr","goldilocks_keyword_dead","","","keyword=indestructible: board was set up but nothing changed"
"Riverwheel Aerialists","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Riverwheel Aerialists","goldilocks_keyword_dead","","","keyword=prowess: board was set up but nothing changed"
"King Cheetah","goldilocks_keyword_dead","","","keyword=flash: board was set up but nothing changed"
"Prickly Boggart","goldilocks_keyword_dead","","","keyword=fear: board was set up but nothing changed"
"Border Patrol","goldilocks_keyword_dead","","","keyword=vigilance: board was set up but nothing changed"
"Wyrm's Crossing Patrol","goldilocks_keyword_dead","","","keyword=myriad: board was set up but nothing changed"
"Prideful Feastling","goldilocks_keyword_dead","","","keyword=changeling: board was set up but nothing changed"
"Prideful Feastling","goldilocks_keyword_dead","","","keyword=lifelink: board was set up but nothing changed"
"Shivan Zombie","goldilocks_keyword_dead","","","keyword=protection: board was set up but nothing changed"
"Kathari Screecher","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Alley Strangler","goldilocks_keyword_dead","","","keyword=menace: board was set up but nothing changed"
"Sedge Scorpion","goldilocks_keyword_dead","","","keyword=deathtouch: board was set up but nothing changed"
"Gurmag Swiftwing","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Gurmag Swiftwing","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Gurmag Swiftwing","goldilocks_keyword_dead","","","keyword=haste: board was set up but nothing changed"
"Sky Spirit","goldilocks_keyword_dead","","","keyword=flying: board was set up but nothing changed"
"Sky Spirit","goldilocks_keyword_dead","","","keyword=first strike: board was set up but nothing changed"
"Highspire Artisan","goldilocks_keyword_dead","","","keyword=reach: board was set up but nothing changed"
"Changeling Hero","goldilocks_keyword_dead","","","keyword=changeling: board was set up but nothing changed"
